query_id,TCT-ColBERTv2+t5,ance+t5,bm25+rm3+t5,bm25+t5,marqo+t5,query
query-0,0.6842105263157895,0.7368421052631579,0.5789473684210527,0.5789473684210527,0.42105263157894735,how to choose a good hairstyle for men
query-1,0.5454545454545454,0.6363636363636364,0.5454545454545454,0.5454545454545454,0.6060606060606061,how to learn a new language
query-10,0.39473684210526316,0.4473684210526316,0.5263157894736842,0.2631578947368421,0.42105263157894735,how to style curly hair
query-11,0.5263157894736842,0.631578947368421,0.47368421052631576,0.3157894736842105,0.47368421052631576,how to write a biography for a book
query-12,0.5384615384615384,0.3076923076923077,0.7692307692307693,0.6923076923076923,0.3076923076923077,how to grow apples
query-13,0.6666666666666666,0.7333333333333333,0.9333333333333333,0.9333333333333333,0.7333333333333333,how to grow strawberries
query-14,0.8,0.5333333333333333,1.0,1.0,0.8666666666666667,how to grow cherry tomatoes
query-15,0.8333333333333334,0.8333333333333334,1.0,1.0,0.8333333333333334,how to grow blueberries
query-16,0.8888888888888888,0.8888888888888888,0.7777777777777778,0.7777777777777778,0.7777777777777778,how to plant tulips
query-17,0.8888888888888888,0.8888888888888888,1.0,1.0,0.6666666666666666,how to wash a cutting board
query-18,0.5277777777777778,0.4166666666666667,0.6111111111111112,0.5555555555555556,0.5555555555555556,help me learn how to knit clothes
query-19,0.75,0.5625,0.5625,0.5625,0.875,how to wash a stainless steel pan
query-2,0.65,0.55,0.7,0.7,0.45,how to remove food stains from a carpet
query-20,0.8181818181818182,0.9090909090909091,0.9090909090909091,0.9090909090909091,1.0,cut tempered glass
query-21,1.0,0.8888888888888888,1.0,1.0,1.0,put on a bike chain
query-22,1.0,0.8333333333333334,1.0,1.0,1.0,fix a water heater
query-23,1.0,0.9230769230769231,1.0,1.0,1.0,build a simple kite
query-24,0.875,0.75,1.0,1.0,1.0,learn how to juggle three balls
query-25,0.8888888888888888,0.6666666666666666,0.3333333333333333,0.4444444444444444,0.8888888888888888,chop an onion like a pro
query-26,0.9,0.9,1.0,1.0,0.9,how to hand whistle
query-27,0.6818181818181818,0.45454545454545453,0.7272727272727273,0.5909090909090909,0.6363636363636364,how to change a car tire
