query_id,TCT-ColBERTv2+t5,ance+t5,bm25+rm3+t5,bm25+t5,marqo+t5,query
query-0,0.4460039186819372,0.4960275600321367,0.3849697773846381,0.3561323324908251,0.27303785780240075,how to choose a good hairstyle for men
query-1,0.4560399445391002,0.5554326207717709,0.4670507049215183,0.4524900813955497,0.4460984328060954,how to learn a new language
query-10,0.290598555935681,0.3475032277663857,0.3955254629662208,0.21886819321029846,0.3650979154449643,how to style curly hair
query-11,0.45994152046783626,0.48827597840755743,0.32235396182764603,0.24186602870813398,0.4170369104579631,how to write a biography book
query-12,0.30883699633699635,0.025180246110478668,0.3653015536499699,0.35476814851814853,0.29230769230769227,how to grow apples
query-13,0.6606060606060605,0.7333333333333333,0.8910714285714286,0.8910714285714286,0.7052631578947369,how to grow strawberries
query-14,0.7291774891774893,0.48034188034188036,0.8378276827057316,0.8389253296230041,0.8073015873015874,how to grow cherry tomatoes
query-15,0.7305555555555555,0.7305555555555555,0.8972222222222221,0.8972222222222221,0.7305555555555555,how to grow blueberries
query-16,0.7351851851851852,0.7174603174603174,0.70679012345679,0.70679012345679,0.6981481481481482,how to plant tulips
query-17,0.8419753086419752,0.7998575498575499,0.90079883805374,0.8808080808080808,0.6507936507936507,how to wash a cutting board
query-18,0.44571708384208386,0.27819729571922563,0.4603298416537664,0.45195341425284163,0.39723798929765797,help me learn how to knit clothes
query-19,0.4644772504306671,0.3604614441930618,0.3391774891774892,0.3391774891774892,0.5575994127967814,how to wash a stainless steel pan
query-2,0.5596906565656565,0.4234212397080045,0.6087484737484737,0.61046783625731,0.3395500113921167,how to remove food stains from a carpet
query-20,0.6113636363636364,0.6523088023088023,0.6279761904761906,0.6301406926406927,0.6465458783640602,cut tempered glass
query-21,0.8085457752124419,0.6639329805996472,0.7287477954144621,0.7287477954144621,0.7928892095558762,put on a bike chain
query-22,0.7715318178553473,0.6744164332399626,0.7547061734561735,0.7547061734561735,0.7704344052060771,fix a water heater
query-23,0.8862609612609612,0.8641303141303142,0.8051384737619556,0.6996110224617014,0.9627535925612849,build a simple kite
query-24,0.8375,0.71875,0.9472222222222222,0.9472222222222222,0.9472222222222222,learn how to juggle three balls
query-25,0.7907407407407407,0.5129870129870129,0.3333333333333333,0.4444444444444444,0.7616402116402116,chop an onion like a pro
query-26,0.7350641025641027,0.7028870639164757,0.8909920634920635,0.8909920634920635,0.8209415584415585,how to hand whistle
query-27,0.340475671635942,0.26704583529801657,0.3174987075375118,0.26458284044693187,0.3132911687996007,how to change a car tire
query-28,0.9722550177095631,0.8090909090909091,0.9805194805194806,0.9805194805194806,0.9777495232040686,fix a stuck zipper
query-29,0.7212985399836612,0.5986193969530338,0.33473389355742295,0.7783831616726353,0.5349780938016232,paint a metal fence
query-3,0.5468181818181819,0.4781684981684981,0.7159554334554332,0.7102114860448192,0.5830586046220722,how to wash a car with less water
query-30,0.23163652172706312,0.16058784965034967,0.4115351512226513,0.4120982142857143,0.3571234520623108,create an outdoor fireplace
query-31,0.37805250305250304,0.38691649683974244,0.4199560225109009,0.5183805158847014,0.49860719346013455,how to remove a tree
query-32,0.5487630839185277,0.4127321752321752,0.6138350458216579,0.6286078647415693,0.5681099993224215,paint nails with patterns
query-33,0.4984520123839009,0.43516339869281045,0.6279986353515765,0.6685002905591141,0.6621337029303767,make a gravel garden path
