query_id,TCT-ColBERTv2+t5,ance+t5,bm25+rm3+t5,bm25+t5,marqo+t5,query
query-0,0.4254845293006517,0.4254845293006517,0.5632605014106135,0.5632605014106135,0.5099614798304068,how to choose a good hairstyle for men
query-1,0.710970696247901,0.710970696247901,0.6917831836856677,0.6917831836856677,0.710970696247901,how to learn a new language
query-10,0.7860137352654724,0.7860137352654724,0.830419897363192,0.8539316501572937,0.934397461243829,how to style curly hair
query-11,0.819972692711383,0.8274043288765652,0.6578242262397573,0.584790051318404,0.819972692711383,how to write a biography book
query-12,0.5922216874835864,0.0,0.5508310938724935,0.5508310938724935,0.6813359790338589,how to grow apples
query-13,1.0,1.0,1.0,1.0,1.0,how to grow strawberries
query-14,0.6960556048694746,0.7403521653031849,0.7165902417430504,0.7165902417430504,0.727770927784194,how to grow cherry tomatoes
query-15,0.8887223390544889,0.8887223390544889,0.913884814092471,0.913884814092471,0.8887223390544889,how to grow blueberries
query-16,0.8254016714403228,0.9777242507697853,0.8844140471471084,0.8844140471471084,0.8254016714403228,how to plant tulips
query-17,0.8105605525015445,0.8105605525015445,0.7742173914224189,0.7742173914224189,0.8105605525015445,how to wash a cutting board
query-18,0.7456298460447879,0.5538466623591201,0.4808124874377669,0.6356211451908975,0.48824412360294916,help me learn how to knit clothes
query-19,0.5700186064347266,0.5700186064347266,0.4468535299918563,0.4468535299918563,0.7129795603441191,how to wash a stainless steel pan
query-2,0.6960556048694746,0.7040090042240594,0.6496091412312497,0.6496091412312497,0.44436116952724447,how to remove food stains from a carpet
query-20,0.5462848796403235,0.5462848796403235,0.6928283181829157,0.6928283181829157,0.5462848796403235,cut tempered glass
query-21,0.6338006170256999,0.684874918828331,0.5815506572374046,0.5815506572374046,0.6338006170256999,put on a bike chain
query-22,0.8622240278900382,0.8622240278900382,0.777747077360283,0.777747077360283,0.777747077360283,fix a water heater
query-23,0.8687949224876582,1.0,0.7129795603441191,0.5508310938724935,1.0,build a simple kite
query-24,0.7040090042240594,0.6960556048694746,0.6960556048694746,0.6960556048694746,0.7040090042240594,learn how to juggle three balls
query-25,0.8274043288765652,0.615733440277688,0.6379365213265478,0.7840048711692542,0.6261806449294969,chop an onion like a pro
query-26,0.8390485887297051,0.8390485887297051,0.8152866651695705,0.8152866651695705,0.9092569759280646,how to hand whistle
