query_id,TCT-ColBERTv2+t5,ance+t5,bm25+rm3+t5,bm25+t5,marqo+t5,query
query-0,0.3125,0.3125,0.375,0.375,0.4375,how to spatchcock a turkey
query-1,0.358974358974359,0.2564102564102564,0.46153846153846156,0.38461538461538464,0.23076923076923078,I want an easy to make dessert for christmas
query-10,0.3488372093023256,0.27906976744186046,0.09302325581395349,0.18604651162790697,0.2558139534883721,recommend some asian street foods
query-11,0.5,0.2,0.13333333333333333,0.06666666666666667,0.2,dinners by batali
query-12,0.5517241379310345,0.7931034482758621,0.034482758620689655,0.034482758620689655,0.5517241379310345,traditional japanese soup
query-13,0.53125,0.09375,0.5,0.53125,0.25,how to make singaporean chicken lunch
query-14,0.16129032258064516,0.3548387096774194,0.1935483870967742,0.22580645161290322,0.22580645161290322,a romantic dinner
query-15,0.5476190476190477,0.5714285714285714,0.3333333333333333,0.35714285714285715,0.40476190476190477,mexican fiesta recipees
query-16,0.6444444444444445,0.5555555555555556,0.6,0.4444444444444444,0.2,a modern icebox cake
query-17,0.5,0.375,0.4583333333333333,0.3333333333333333,0.5416666666666666,food for diwali
query-18,0.3695652173913043,0.30434782608695654,0.10869565217391304,0.10869565217391304,0.17391304347826086,i want a fancy eggs recipe
query-19,0.5,0.5,0.23684210526315788,0.34210526315789475,0.2631578947368421,how to make low fat ice cream
query-2,0.15789473684210525,0.21052631578947367,0.2631578947368421,0.2631578947368421,0.2894736842105263,any recommendations for a gluten free appetizer
query-20,0.4782608695652174,0.4782608695652174,0.391304347826087,0.34782608695652173,0.34782608695652173,how to prepare napoletana pizza dough
query-21,0.3333333333333333,0.4444444444444444,0.7777777777777778,0.7777777777777778,0.3333333333333333,make vegetarian tikka masala
query-22,0.28,0.36,0.64,0.72,0.4,i want to make chia pudding recipe low carb
query-23,0.5490196078431373,0.37254901960784315,0.45098039215686275,0.45098039215686275,0.11764705882352941,how to make overnight oats
query-24,0.7058823529411765,0.35294117647058826,0.5294117647058824,0.6470588235294118,0.4117647058823529,can i have classic dairy free scones
query-25,0.2564102564102564,0.3333333333333333,0.358974358974359,0.2564102564102564,0.23076923076923078,how to make spiked eggnog
query-26,0.4444444444444444,0.25,0.4166666666666667,0.4166666666666667,0.2777777777777778,how to prepare spicy oysters
query-27,0.375,0.4375,0.21875,0.21875,0.09375,how to quickly make baby food
