query_id,TCT-ColBERTv2+t5,ance+t5,bm25+rm3+t5,bm25+t5,marqo+t5,query
query-0,0.8516298262486962,0.8516298262486962,0.773468039695752,0.773468039695752,0.6463818545446909,how to spatchcock a turkey
query-1,0.33041989736319194,0.7012236839470684,0.5,0.45860940638890707,0.565602538756171,I want an easy to make dessert for christmas
query-10,0.6917831836856677,0.8082168163143322,0.6843515475204855,0.795760747566305,0.650392590074575,recommend some asian street foods
query-11,1.0,0.8687949224876582,0.36136328632247594,0.08479005131840403,0.3391602052736161,dinners by batali
query-12,0.934397461243829,0.934397461243829,0.06560253875617089,0.08479005131840403,0.7765732350040719,traditional japanese soup
query-13,1.0,0.4239502565920201,0.5433994577073111,0.6608397947263839,0.915209948681596,how to make singaporean chicken lunch
query-14,0.41822551716822265,0.5030155684866265,0.5700186064347266,0.5700186064347266,0.4374130297304557,a romantic dinner
query-15,1.0,1.0,0.8687949224876582,0.8687949224876582,0.8539316501572937,mexican fiesta recipees
query-16,1.0,1.0,0.9269658250786468,0.7543701539552121,0.8930068676327362,a modern icebox cake
query-17,1.0,0.934397461243829,1.0,1.0,1.0,food for diwali
query-18,1.0,0.934397461243829,0.06560253875617089,0.3391602052736161,0.7691415988388896,i want a fancy eggs recipe
query-19,0.735182641392979,0.7426142775581612,0.7765732350040719,0.9269658250786468,0.7456298460447879,how to make low fat ice cream
query-2,0.795760747566305,0.7469385177900298,0.8539316501572937,0.9269658250786468,0.7035390600827187,any recommendations for a gluten free appetizer
query-20,0.8687949224876582,0.8613632863224759,0.8613632863224759,0.8613632863224759,0.8613632863224759,how to prepare napoletana pizza dough
query-21,0.5531464700081437,0.5531464700081437,0.8687949224876582,0.7227265726449519,0.5531464700081437,make vegetarian tikka masala
query-22,0.6685622027129364,0.6399711052503213,0.8622240278900382,0.8622240278900382,0.7530391532426916,i want to make chia pudding recipe low carb
query-23,1.0,1.0,1.0,1.0,0.7035390600827187,how to make overnight oats
query-24,0.44916890612750654,0.4299813935652734,0.8274043288765652,0.5760497434079799,0.2308584011611105,can i have classic dairy free scones
query-25,0.830419897363192,0.830419897363192,1.0,1.0,0.4034540722845451,how to make spiked eggnog
query-26,0.8687949224876582,0.934397461243829,0.7840048711692542,0.7840048711692542,0.7426142775581612,how to prepare spicy oysters
query-27,0.915209948681596,0.934397461243829,0.6379365213265478,0.795760747566305,0.615733440277688,how to quickly make baby food
query-28,0.915209948681596,0.9269658250786468,0.21167088859887737,0.24261427755816128,0.18002730728861702,make lunch meal prep fast
query-29,0.5508310938724935,0.5508310938724935,0.5551553341043619,0.5551553341043619,0.7129795603441191,make vegetarian eintopf
query-3,0.6039775638806372,0.6578242262397573,0.4374130297304557,0.4374130297304557,0.6578242262397573,how to make a green goddess salad
query-30,1.0,0.8539316501572937,0.6261806449294969,0.44615333764087994,0.5,how to make light muffins
query-31,0.6027509191607924,0.568346484139461,0.4785372057762079,0.568346484139461,0.6789122088255236,make fried halloumi bites
query-32,0.8274043288765652,0.8930068676327362,0.8930068676327362,0.830419897363192,0.915209948681596,show me a creamy mushroom stroganoff recipe
query-33,0.934397461243829,1.0,1.0,0.8687949224876582,1.0,can i have tender cooked pork
query-34,1.0,1.0,0.9269658250786468,1.0,1.0,can i have soup good for the summer
query-35,0.6379365213265478,0.7543701539552121,0.8539316501572937,0.8421757737602428,0.8687949224876582,how to make boiled easter eggs
query-36,0.915209948681596,0.9269658250786468,1.0,0.915209948681596,0.07303417492135322,suggestions for road trip food
query-37,0.7840048711692542,0.7840048711692542,0.530943388959284,0.6887676151990412,0.735182641392979,how to make polish pierogi with cheese
query-38,1.0,0.8421757737602428,0.5625869702695442,0.5625869702695442,0.28902930375209906,how can i make one pot ramen
query-39,0.6608397947263839,0.7860137352654724,0.2765732350040718,0.4925683638348177,0.7860137352654724,how to make a traditional greek dinner
query-4,1.0,1.0,0.915209948681596,1.0,1.0,how to make a classic english trifle
query-40,0.8082168163143322,0.8421757737602428,1.0,1.0,0.8613632863224759,how to make salty brownies
query-41,1.0,1.0,0.2765732350040718,0.2765732350040718,1.0,gingerbread cookies
query-42,1.0,1.0,1.0,1.0,1.0,how to make a mango and avocado salad
query-43,0.9269658250786468,1.0,1.0,1.0,1.0,easy granola recipe
query-44,0.5,0.5,0.8613632863224759,0.8613632863224759,0.6386367136775242,chili sin carne
query-45,0.7691415988388896,0.735182641392979,0.5117558763970509,0.5117558763970509,0.8082168163143322,savory belgian waffles
query-46,0.584790051318404,0.584790051318404,0.6069931323672637,0.584790051318404,0.3421757737602428,how to make medium rare salmon
query-47,1.0,1.0,0.13863671367752411,0.25437015395521206,0.8687949224876582,a recipe with a whole chicken
query-48,0.5730341749213532,0.669580102636808,0.6144247685324461,0.565602538756171,0.4912596920895758,how to make a refreshing sweet smoothie
query-49,0.5508310938724935,0.7860137352654724,0.849607409925425,0.5413905936110929,0.8421757737602428,a beefy burger
query-5,0.6578242262397573,0.6069931323672637,0.565602538756171,0.42696582507864683,0.8930068676327362,I want a scary pumpkin pie
query-50,0.8930068676327362,0.8687949224876582,0.6578242262397573,0.6578242262397573,0.6725956711234347,i would like basic clafoutis with some fresh fruit
query-51,0.4374130297304557,0.565602538756171,0.415209948681596,0.415209948681596,0.33041989736319194,how to make african meat samosas
query-52,0.764817358607021,0.6608397947263839,0.6386367136775242,0.4374130297304557,0.7691415988388896,turkish chicken shish kebab
query-53,0.5,0.48955279534819107,0.5,0.5,0.2456298460447879,how to make old fashioned pie pastry
query-54,0.0,1.0,0.5531464700081437,0.8687949224876582,0.5147714448836774,how to bake a multilayer cake
query-55,1.0,1.0,0.8930068676327362,0.8421757737602428,0.934397461243829,i want a deep fried chicken recipe
query-56,0.8613632863224759,0.7426142775581612,0.7426142775581612,0.6144247685324461,0.915209948681596,i would like a fresh and healthy oatmeal bowl
query-57,0.8274043288765652,0.8930068676327362,0.9269658250786468,0.8613632863224759,0.735182641392979,i want a quick rice salad
query-58,1.0,0.8687949224876582,0.2765732350040718,0.16958010263680806,1.0,japanese rice balls
query-59,1.0,1.0,0.7227265726449519,0.7227265726449519,0.8930068676327362,a fresh drink for a sunny day
query-6,1.0,0.38356636737133565,0.5296347172140421,0.5296347172140421,1.0,ideas for easy to carry tailgate food
query-60,0.8930068676327362,0.44484466589563804,0.6187490087643146,0.5952372559702129,1.0,i want some comfort food
query-61,1.0,1.0,1.0,0.915209948681596,0.8082168163143322,suggestions for a summer grill recipe
query-62,0.8687949224876582,1.0,1.0,1.0,1.0,vegetarian stuffed mushrooms
query-63,1.0,0.9269658250786468,0.8687949224876582,1.0,0.9269658250786468,sourdough bread sandwiches
query-64,0.915209948681596,0.6887676151990412,0.7860137352654724,0.6164336326286644,0.830419897363192,recommendations for a mediterranean potluck
query-65,0.24261427755816128,0.38356636737133565,0.5508310938724935,0.48522855511632257,0.8539316501572937,make a continental breakfast
query-66,1.0,0.8539316501572937,1.0,1.0,1.0,homemade remedy for a cold
query-67,1.0,0.764817358607021,0.934397461243829,1.0,1.0,fast and easy picnic foods
query-68,0.8274043288765652,0.9269658250786468,0.7543701539552121,0.7543701539552121,0.8930068676327362,lunch ideas for fat loss
query-69,0.204239252433695,0.30078518014914984,0.0,0.0,0.669580102636808,plant based food recipes
query-7,0.2765732350040718,0.16958010263680806,0.39602243611936283,0.39602243611936283,0.16958010263680806,I want to make halloween candy
query-70,0.23819820987960558,0.4343974612438291,0.0,0.0,0.0,jain vegetarianism recipes
query-71,0.830419897363192,1.0,0.4912596920895758,0.4912596920895758,1.0,meals pair with wine
query-72,0.6917831836856677,0.3620634786734523,0.8687949224876582,1.0,0.7573857224418385,classic johnny marzetti recipe 
query-73,0.0,0.0,0.2640681225725909,0.23719771276929622,0.0,yakamein noodle soup
query-74,0.584790051318404,0.6578242262397573,0.6578242262397573,0.6578242262397573,0.6725956711234347,original watermelon agua fresca
query-75,0.8687949224876582,0.8687949224876582,1.0,1.0,1.0,a rich buttery punjabi dish
query-76,0.934397461243829,0.934397461243829,1.0,0.8687949224876582,0.934397461243829,make high protein bibimbap
query-77,0.8539316501572937,1.0,0.8539316501572937,0.6992148198508501,0.8539316501572937,protein rich vegetable meal
query-78,0.3550762118537438,0.41846572477741445,0.21846531964969348,0.22521933647191253,0.40831370619764784,original sloppy joe burger
query-79,0.8539316501572937,1.0,0.4566005422926888,0.6386367136775242,0.8687949224876582,oven baked potatoes
query-8,1.0,0.8687949224876582,0.710970696247901,0.710970696247901,0.8613632863224759,how to make a gluten free peach crisp
query-80,1.0,1.0,1.0,1.0,1.0,i want a crispy burrito
query-81,0.830419897363192,0.830419897363192,0.37381935507050307,0.6917831836856677,0.764817358607021,colorful vegatable salad
query-82,1.0,1.0,1.0,1.0,0.9269658250786468,slow-cooked fall-off-the-bone ribs
query-83,0.6281895090257151,0.6187490087643146,0.6992148198508501,0.7618017901203944,0.7543701539552121,fluffy cinnamon rolls
query-84,0.4239502565920201,0.6578242262397573,1.0,1.0,0.6379365213265478,toasted garlic bread pizza
query-85,0.8930068676327362,0.830419897363192,0.6386367136775242,0.584790051318404,1.0,a fast dessert for valentines day
query-86,1.0,0.7456298460447879,0.830419897363192,0.7456298460447879,1.0,thick butternut squash soup
query-87,1.0,1.0,1.0,1.0,1.0,an old fashioned beef stew witha  rich broth
query-88,0.0,0.204239252433695,0.3156484524795145,0.3156484524795145,0.8930068676327362,a savory bagel
query-89,0.33041989736319194,0.6069931323672637,0.415209948681596,0.46905661104071605,0.33041989736319194,fried chinese dumplings
query-9,1.0,1.0,0.7234267649959281,0.830419897363192,1.0,healthy zucchini bread
query-90,1.0,1.0,0.5730341749213532,0.5074316361651824,0.6039775638806372,softly baked cookies
query-91,1.0,1.0,0.5730341749213532,0.7691415988388896,0.8421757737602428,creamy white mousse
query-92,0.7227265726449519,1.0,0.0,0.0,0.7860137352654724,a fast icecream recipe
query-93,0.669580102636808,0.7035390600827187,0.5316435813102603,0.5538466623591201,0.669580102636808,italian refreshing pasta salad
