query_id,TCT-ColBERTv2,ance,bm25,bm25+rm3,marqo,query
query-0,1.0,0.5307212739772434,0.23463936301137822,0.23463936301137822,0.8826803184943108,how to spatchcock a turkey
query-1,0.2653606369886217,0.7346393630113782,0.7653606369886217,0.5865984075284455,0.11731968150568911,I want an easy to make dessert for christmas
query-10,0.8826803184943108,0.8826803184943108,0.0,0.0,0.5307212739772434,recommend some asian street foods
query-11,1.0,0.46927872602275644,0.0,0.23463936301137822,0.0,dinners by batali
query-12,0.8519590445170673,0.7346393630113782,0.23463936301137822,0.0,0.8519590445170673,traditional japanese soup
query-13,1.0,0.0,0.2653606369886217,0.2653606369886217,0.0,how to make singaporean chicken lunch
query-14,0.11731968150568911,0.35195904451706733,0.0,0.0,0.0,a romantic dinner
query-15,1.0,0.8519590445170673,0.7039180890341347,1.0,1.0,mexican fiesta recipees
query-16,0.7653606369886217,0.5,0.38268031849431083,0.5,0.38268031849431083,a modern icebox cake
query-17,0.8826803184943108,0.7653606369886217,0.8826803184943108,1.0,0.8826803184943108,food for diwali
query-18,0.7653606369886217,0.8826803184943108,0.38268031849431083,0.1480409554829326,0.2960819109658652,i want a fancy eggs recipe
query-19,0.8519590445170673,1.0,0.617319681505689,0.1480409554829326,0.1480409554829326,how to make low fat ice cream
query-2,0.7653606369886217,0.5865984075284455,0.5865984075284455,0.5865984075284455,0.41340159247155434,any recommendations for a gluten free appetizer
query-20,1.0,0.8826803184943108,0.41340159247155434,0.7653606369886217,0.8519590445170673,how to prepare napoletana pizza dough
query-21,0.7653606369886217,0.7653606369886217,0.7653606369886217,0.46927872602275644,0.7653606369886217,make vegetarian tikka masala
query-22,0.6645649565734895,0.8322824782867448,0.6993694869720469,0.8322824782867448,0.0,i want to make chia pudding recipe low carb
query-23,1.0,1.0,0.8519590445170673,1.0,0.7653606369886217,how to make overnight oats
query-24,1.0,0.46927872602275644,0.617319681505689,0.7653606369886217,0.1480409554829326,can i have classic dairy free scones
query-25,1.0,1.0,0.5865984075284455,1.0,0.38268031849431083,how to make spiked eggnog
query-26,1.0,0.46927872602275644,0.8519590445170673,0.7346393630113782,0.5,how to prepare spicy oysters
query-27,0.5,0.7653606369886217,0.2960819109658652,0.1480409554829326,0.0,how to quickly make baby food
query-28,0.23463936301137822,1.0,0.11731968150568911,0.11731968150568911,0.0,make lunch meal prep fast
query-29,0.2960819109658652,0.23463936301137822,0.0,0.23463936301137822,0.5865984075284455,make vegetarian eintopf
query-3,1.0,1.0,0.41340159247155434,0.41340159247155434,0.2653606369886217,how to make a green goddess salad
query-30,1.0,1.0,0.11731968150568911,0.11731968150568911,0.38268031849431083,how to make light muffins
query-31,0.1480409554829326,0.46927872602275644,0.7346393630113782,0.617319681505689,0.5865984075284455,make fried halloumi bites
query-32,0.7346393630113782,0.8519590445170673,0.8826803184943108,0.8826803184943108,0.8519590445170673,show me a creamy mushroom stroganoff recipe
query-33,1.0,1.0,0.8826803184943108,0.23463936301137822,0.46927872602275644,can i have tender cooked pork
query-34,1.0,0.5,0.8826803184943108,0.8826803184943108,1.0,can i have soup good for the summer
query-35,0.7653606369886217,0.7653606369886217,0.2960819109658652,0.0,0.0,how to make boiled easter eggs
query-36,1.0,1.0,0.8826803184943108,1.0,0.46927872602275644,suggestions for road trip food
query-37,0.8826803184943108,1.0,0.11731968150568911,0.1480409554829326,0.46927872602275644,how to make polish pierogi with cheese
query-38,0.7653606369886217,0.0,0.5865984075284455,0.7346393630113782,0.23463936301137822,how can i make one pot ramen
query-39,0.7039180890341347,0.7039180890341347,0.38268031849431083,0.0,0.0,how to make a traditional greek dinner
query-4,1.0,1.0,0.8826803184943108,0.5,0.38268031849431083,how to make a classic english trifle
query-40,1.0,1.0,0.41340159247155434,0.38268031849431083,0.0,how to make salty brownies
query-41,0.7039180890341347,1.0,0.11731968150568911,0.0,0.2653606369886217,gingerbread cookies
query-42,1.0,1.0,0.7653606369886217,0.7039180890341347,1.0,how to make a mango and avocado salad
query-43,1.0,1.0,0.0,0.0,0.23463936301137822,easy granola recipe
query-44,1.0,0.617319681505689,0.5307212739772434,0.0,0.7346393630113782,chili sin carne
query-45,0.8826803184943108,0.11731968150568911,0.46927872602275644,0.5865984075284455,0.0,savory belgian waffles
query-46,0.6480409554829326,0.6480409554829326,0.7039180890341347,1.0,0.38268031849431083,how to make medium rare salmon
query-47,0.11731968150568911,0.0,0.2653606369886217,0.0,0.0,a recipe with a whole chicken
query-48,0.7346393630113782,0.7346393630113782,0.8826803184943108,0.7653606369886217,0.8826803184943108,how to make a refreshing sweet smoothie
query-49,1.0,0.5307212739772434,0.38268031849431083,0.38268031849431083,0.35195904451706733,a beefy burger
query-5,0.5,0.6480409554829326,0.23463936301137822,0.0,0.5,I want a scary pumpkin pie
query-50,0.46927872602275644,1.0,0.6480409554829326,0.7346393630113782,0.5,i would like basic clafoutis with some fresh fruit
query-51,0.11731968150568911,0.46927872602275644,0.7346393630113782,0.38268031849431083,0.23463936301137822,how to make african meat samosas
query-52,0.7346393630113782,0.7346393630113782,0.38268031849431083,0.23463936301137822,0.2653606369886217,turkish chicken shish kebab
query-53,0.5,0.5,0.5,0.5,0.5307212739772434,how to make old fashioned pie pastry
query-54,0.46927872602275644,0.23463936301137822,0.7039180890341347,0.2960819109658652,0.38268031849431083,how to bake a multilayer cake
query-55,1.0,1.0,0.8519590445170673,0.7653606369886217,0.5307212739772434,i want a deep fried chicken recipe
query-56,0.8519590445170673,0.8519590445170673,0.8519590445170673,0.7653606369886217,0.5307212739772434,i would like a fresh and healthy oatmeal bowl
query-57,0.7346393630113782,0.617319681505689,1.0,0.7653606369886217,0.2960819109658652,i want a quick rice salad
query-58,0.8826803184943108,0.7346393630113782,0.23463936301137822,0.23463936301137822,0.23463936301137822,japanese rice balls
query-59,0.46927872602275644,0.7653606369886217,0.8826803184943108,0.7653606369886217,0.23463936301137822,a fresh drink for a sunny day
query-6,0.23463936301137822,0.5865984075284455,0.23463936301137822,0.46927872602275644,0.23463936301137822,ideas for easy to carry tailgate food
query-60,0.8826803184943108,1.0,0.2960819109658652,0.23463936301137822,0.617319681505689,i want some comfort food
query-61,0.7653606369886217,0.8826803184943108,1.0,1.0,1.0,suggestions for a summer grill recipe
query-62,0.7653606369886217,0.46927872602275644,0.2960819109658652,0.7653606369886217,0.46927872602275644,vegetarian stuffed mushrooms
query-63,0.8519590445170673,0.5,0.2960819109658652,0.23463936301137822,0.23463936301137822,sourdough bread sandwiches
query-64,0.8519590445170673,0.46927872602275644,0.46927872602275644,0.46927872602275644,0.46927872602275644,recommendations for a mediterranean potluck
query-65,0.7653606369886217,0.46927872602275644,0.7653606369886217,0.7039180890341347,0.46927872602275644,make a continental breakfast
query-66,1.0,0.2960819109658652,0.5307212739772434,0.7653606369886217,0.0,homemade remedy for a cold
query-67,1.0,1.0,0.617319681505689,0.7653606369886217,0.8826803184943108,fast and easy picnic foods
query-68,0.617319681505689,0.2960819109658652,1.0,1.0,0.8519590445170673,lunch ideas for fat loss
query-69,0.2960819109658652,0.41340159247155434,0.7653606369886217,0.7653606369886217,0.0,plant based food recipes
query-7,0.23463936301137822,0.38268031849431083,0.23463936301137822,0.5865984075284455,0.23463936301137822,I want to make halloween candy
query-70,0.2960819109658652,0.5,0.2960819109658652,0.0,0.0,jain vegetarianism recipes
query-71,0.5307212739772434,0.2960819109658652,0.7653606369886217,1.0,1.0,meals pair with wine
query-72,0.41340159247155434,0.617319681505689,1.0,1.0,0.8826803184943108,classic johnny marzetti recipe 
query-73,0.0,0.0,0.0,0.0,0.0,yakamein noodle soup
query-74,1.0,1.0,0.617319681505689,0.7653606369886217,0.7653606369886217,original watermelon agua fresca
query-75,0.617319681505689,0.0,0.23463936301137822,0.46927872602275644,1.0,a rich buttery punjabi dish
query-76,1.0,1.0,1.0,0.7653606369886217,0.7039180890341347,make high protein bibimbap
query-77,1.0,1.0,0.2960819109658652,0.617319681505689,0.5307212739772434,protein rich vegetable meal
query-78,0.27801179295352096,0.33403537886056284,0.13319292422788742,0.14481886872563351,0.0,original sloppy joe burger
query-79,1.0,0.7653606369886217,0.23463936301137822,0.0,0.2960819109658652,oven baked potatoes
query-8,0.7653606369886217,0.7039180890341347,0.38268031849431083,0.7039180890341347,0.8826803184943108,how to make a gluten free peach crisp
query-80,1.0,1.0,1.0,1.0,0.5307212739772434,i want a crispy burrito
query-81,0.46927872602275644,0.8519590445170673,0.11731968150568911,0.0,0.5307212739772434,colorful vegatable salad
query-82,1.0,1.0,1.0,0.7653606369886217,0.7653606369886217,slow-cooked fall-off-the-bone ribs
query-83,0.617319681505689,0.5865984075284455,0.11731968150568911,0.0,0.38268031849431083,fluffy cinnamon rolls
query-84,0.11731968150568911,0.8826803184943108,0.8519590445170673,0.7653606369886217,0.0,toasted garlic bread pizza
query-85,0.8519590445170673,0.6480409554829326,1.0,0.7346393630113782,0.38268031849431083,a fast dessert for valentines day
query-86,1.0,1.0,0.2653606369886217,0.46927872602275644,1.0,thick butternut squash soup
query-87,0.5,1.0,0.5307212739772434,1.0,0.617319681505689,an old fashioned beef stew witha  rich broth
query-88,0.0,0.0,0.23463936301137822,0.7653606369886217,0.617319681505689,a savory bagel
query-89,0.7346393630113782,0.7346393630113782,0.2960819109658652,0.5307212739772434,0.35195904451706733,fried chinese dumplings
query-9,1.0,1.0,0.23463936301137822,0.7653606369886217,1.0,healthy zucchini bread
query-90,1.0,1.0,0.11731968150568911,0.5,0.0,softly baked cookies
query-91,0.5307212739772434,1.0,0.0,0.0,0.7653606369886217,creamy white mousse
query-92,0.7039180890341347,0.7039180890341347,0.2960819109658652,0.46927872602275644,0.0,a fast icecream recipe
query-93,0.8519590445170673,0.41340159247155434,0.38268031849431083,0.38268031849431083,0.8519590445170673,italian refreshing pasta salad
query-94,1.0,1.0,0.11731968150568911,0.0,0.0,homemade tomato sauce
query-95,0.0,0.5,0.38268031849431083,0.2960819109658652,0.23463936301137822,spicy vegetarian indian curry
query-96,0.0,0.0,0.11731968150568911,0.0,0.0,a grilled filling sandwich
query-97,1.0,1.0,0.5,0.35195904451706733,0.0,healthy sweet potato french fries
query-98,0.41340159247155434,0.6480409554829326,0.11731968150568911,0.38268031849431083,0.6480409554829326,a well balanced meal
query-99,0.0,0.7653606369886217,0.0,0.46927872602275644,0.0,make chicken soup with homemade broth
