query_id,TCT-ColBERTv2,ance,bm25,bm25+rm3,marqo,query
query-0,0.6499590469680815,0.4441070331249644,0.48155292670409505,0.38425521227989445,0.6663548466147913,how to spatchcock a turkey
query-1,0.3580947791652448,0.5428029273980625,0.7081912069027368,0.5905260168366958,0.09170490262420006,I want an easy to make dessert for christmas
query-10,0.9057779239361422,0.564628243634714,0.08514311764162098,0.08514311764162098,0.5452900002632696,recommend some asian street foods
query-11,0.7414273203142957,0.36288691033421744,0.09478836436955078,0.11004588314904008,0.20024172231327747,dinners by batali
query-12,0.8831745958784475,0.5782354890495641,0.11004588314904008,0.0,0.6224972659027496,traditional japanese soup
query-13,0.9016636008326597,0.09478836436955078,0.3187879134101432,0.27796152868253,0.0,how to make singaporean chicken lunch
query-14,0.30438564552246905,0.47048486323567357,0.14201905717762703,0.07839826897867533,0.2336895592401867,a romantic dinner
query-15,1.0,0.5634493578472096,0.6171109886432128,0.7377341707831081,0.8482378089219645,mexican fiesta recipees
query-16,0.6922968862068803,0.5899657410055859,0.3521061005509813,0.450088644375567,0.25180335130234954,a modern icebox cake
query-17,0.9131666643260042,0.6019499162967353,0.8151020467721393,0.8945466420562732,0.7625155724374449,food for diwali
query-18,0.7081912069027368,0.5954009618513619,0.2489083270225946,0.11200278075758777,0.2872264604811076,i want a fancy eggs recipe
query-19,0.808792642958161,0.9652843890316114,0.4587422491109338,0.3897140978510771,0.17040105635955494,how to make low fat ice cream
query-2,0.3907646042711106,0.464266358210685,0.4393342941789282,0.3445459298093775,0.3286319640516195,any recommendations for a gluten free appetizer
query-20,0.8548701075152176,0.7314441674140045,0.5210955350163328,0.6730977450942508,0.7481072920751877,how to prepare napoletana pizza dough
query-21,0.5966060772388404,0.49166487160887246,0.47075277609789873,0.3248879115514329,0.47075277609789873,make vegetarian tikka masala
query-22,0.5654528590963335,0.6862954784260805,0.6893972164687504,0.8280657239999314,0.0,i want to make chia pudding recipe low carb
query-23,0.9668728882728055,0.9363792118010483,0.8295989436404451,0.9652843890316114,0.6127643245914991,how to make overnight oats
query-24,0.7342412022644027,0.2615385214652794,0.5470247427285632,0.6465193411654345,0.07171242235367575,can i have classic dairy free scones
query-25,0.7071731760818105,0.7998255959162629,0.6386187750612832,0.8626400768096387,0.6108238949700835,how to make spiked eggnog
query-26,0.6909998136410634,0.22009176629808017,0.6741925466174613,0.6648219911989814,0.31038114219935514,how to prepare spicy oysters
query-27,0.43057897065238054,0.799988375845374,0.30219210697850046,0.21726071285222986,0.0,how to quickly make baby food
query-28,0.26658657280872977,0.6325414799409712,0.33193369208908996,0.36988342718024947,0.07232624621653218,make lunch meal prep fast
query-29,0.5528949754930877,0.2633366379330646,0.48414153357154766,0.5350261576929586,0.44944861105150635,make vegetarian eintopf
query-3,0.865253421396455,0.8244657876659232,0.3669024243424936,0.3499099240589649,0.5210853424271747,how to make a green goddess salad
query-30,0.9668728882728055,0.914856882358379,0.17474336997582762,0.1782982192983131,0.22204866390662786,how to make light muffins
query-31,0.3756068750101518,0.36417417493582804,0.5224575084011867,0.4521368631161462,0.4841878545843451,make fried halloumi bites
query-32,0.7096989999440991,0.8235269208783018,0.7580320489164958,0.8265244040656516,0.7390325137675258,show me a creamy mushroom stroganoff recipe
query-33,0.8674627001736037,0.9681896059005243,0.6781603874580987,0.3693171388745563,0.5579179658542749,can i have tender cooked pork
query-34,0.9608008655106622,0.5680251476865957,0.6801267375393901,0.94497705842548,0.762337327561007,can i have soup good for the summer
query-35,0.518012073270982,0.6058859945237801,0.2973694836145356,0.07839826897867533,0.09478836436955078,how to make boiled easter eggs
query-36,0.671479947328719,0.7631925784528223,0.7748652363999737,0.8423971547370734,0.3843113526044082,suggestions for road trip food
query-37,0.7203320570458895,0.9266360779006401,0.19434240032147676,0.14175746815330945,0.4264055113735008,how to make polish pierogi with cheese
query-38,0.4988441373388592,0.0,0.5041151251535954,0.464266358210685,0.19663919982315314,how can i make one pot ramen
query-39,0.7312625444731047,0.6495710151962613,0.17947710508581735,0.034715610968388634,0.1813344534827444,how to make a traditional greek dinner
query-4,0.9633180389503199,0.9305687780632227,0.7141927160542059,0.53668196104968,0.34784111507007853,how to make a classic english trifle
query-40,0.7222954974312066,0.7901382201267898,0.5116442733980208,0.4911034665687759,0.07839826897867533,how to make salty brownies
query-41,0.6364741801035539,0.7963858533552497,0.0942220760638577,0.039199134489337664,0.3568270051237654,gingerbread cookies
query-42,0.924301329451995,0.9363792118010483,0.7700953882409503,0.7917063341896681,0.8801412713899903,how to make a mango and avocado salad
query-43,1.0,1.0,0.22793826167775827,0.22979561007468535,0.38220132852918554,easy granola recipe
query-44,0.6643716771543944,0.4376620604021414,0.4802458384621673,0.2608883525158591,0.6211819989223932,chili sin carne
query-45,0.752043486349492,0.24421533782094812,0.38252302286690315,0.3870810246088971,0.04397027045256719,savory belgian waffles
query-46,0.637456369623373,0.6985960974317008,0.7212476289592209,0.775871149669209,0.44301070834418854,how to make medium rare salmon
query-47,0.24310224372021008,0.07100952858881351,0.3784760014465121,0.07839826897867533,0.0,a recipe with a whole chicken
query-48,0.6467278441987201,0.7204601646654336,0.8433575915491295,0.7301793030684993,0.7159766411444847,how to make a refreshing sweet smoothie
query-49,0.8974416663360282,0.4669651545912425,0.5296529686045409,0.5838293097098767,0.4101691811386542,a beefy burger
query-5,0.5318103940994758,0.4778769816899972,0.15261744196985058,0.04739418218477539,0.46528438903161135,I want a scary pumpkin pie
query-50,0.4525319261400887,0.8919204669322514,0.6120027807575877,0.7145705668943032,0.5304043198492944,i would like basic clafoutis with some fresh fruit
query-51,0.37194168439541647,0.555128274532095,0.5170169823860911,0.36015297400096263,0.3865246193310547,how to make african meat samosas
query-52,0.6260659717101283,0.6335108743496477,0.4007472734110995,0.349764557490324,0.28030267479761695,turkish chicken shish kebab
query-53,0.6282199784921594,0.5789282245622048,0.5789282245622048,0.5364557793943024,0.4419405555945829,how to make old fashioned pie pastry
query-54,0.4220602880612538,0.41320541532308547,0.39375843764607193,0.2558159556146514,0.6287063184549944,how to bake a multilayer cake
query-55,0.8556265493118264,0.70844095012329,0.6588401271094139,0.6579020004382066,0.5002305665271392,i want a deep fried chicken recipe
query-56,0.6393304533862274,0.8974416663360282,0.4779671403625729,0.4592569594202665,0.6185938642645046,i would like a fresh and healthy oatmeal bowl
query-57,0.5595640591043392,0.5632179892699578,0.7524314137314876,0.6857763163106376,0.2861411114306409,i want a quick rice salad
query-58,0.6109847499366614,0.6418562772485159,0.11004588314904008,0.11004588314904008,0.42386869287194157,japanese rice balls
query-59,0.6141069626790936,0.6941959180586315,0.6501838844259992,0.657853056851967,0.4555999229381125,a fresh drink for a sunny day
query-6,0.5984742310075548,0.7713990035835367,0.26316520489101763,0.2850292721247505,0.22593242048297138,ideas for easy to carry tailgate food
query-60,0.8657724821412288,0.8831745958784475,0.3584673576471731,0.3722223557434691,0.3557772116892465,i want some comfort food
query-61,0.8568270051237654,0.8501886940559292,0.9633180389503199,1.0,0.7704650570269043,suggestions for a summer grill recipe
query-62,0.3589542101716347,0.3932783996463063,0.4688816391635667,0.5836175861945262,0.3785988060390612,vegetarian stuffed mushrooms
