query-0,cooking+recipe1m+0c118e37afefd6deb9ba92bd544a304b,how to spatchcock a turkey,Spatchcocked Chicken With Walnut-Dill Pesto,http://www.food.com/recipe/spatchcocked-chicken-with-walnut-dill-pesto-254121,0
query-0,cooking+recipe1m+104fe308f78ba2bd4512b9bcf15b86cc,how to spatchcock a turkey,Braised Truffled Turkey,http://www.epicurious.com/recipes/food/views/braised-truffled-turkey-20132,1
query-0,cooking+recipe1m+13febb82743ad0713b4bfe82c9f91453,how to spatchcock a turkey,Deep Fried Turkey Recipe,http://www.chowhound.com/recipes/fried-turkey-with-southern-rub-10729,
query-0,cooking+recipe1m+197ad788ba77edd3dbdd347e519974e1,how to spatchcock a turkey,Herb-Roasted Spatchcock Chicken,http://www.foodandwine.com/recipes/herb-roasted-spatchcock-chicken,0
query-0,cooking+recipe1m+1d85dfb6877616b46e58860e65432b7d,how to spatchcock a turkey,Spatchcock Chicken With Paprika and Olive Oil - Bonnie Stern,http://www.food.com/recipe/spatchcock-chicken-with-paprika-and-olive-oil-bonnie-stern-374354,0
query-0,cooking+recipe1m+1e205a8682a00efa1baf76536ef65ff7,how to spatchcock a turkey,Grilled Spatchcock Turkey with Cranberry-Barbecue Sauce,http://www.kraftrecipes.com/recipes/grilled-spatchcock-turkey-cranberry-barbecue-sauce-120326.aspx,2
query-0,cooking+recipe1m+1f8b10db4893b0e87c801a036c8f392d,how to spatchcock a turkey,Black Pepper-Pomegranate Molasses Glazed Turkey,http://www.foodnetwork.com/recipes/bobby-flay/black-pepper-pomegranate-molasses-glazed-turkey.html,2
query-0,cooking+recipe1m+2324a5987a38116b69182456d9501417,how to spatchcock a turkey,Basic Pan Gravy Recipe,http://cookeatshare.com/recipes/basic-pan-gravy-79629,
query-0,cooking+recipe1m+242b73a56b90e942b61d19ff2200e02d,how to spatchcock a turkey,Roast Turkey,http://www.food.com/recipe/roast-turkey-77861,1
query-0,cooking+recipe1m+271ecccdccf0d98100e9ffba8d46e5ef,how to spatchcock a turkey,How to cook a turkey,http://www.lovefood.com/guide/recipes/10724/how-to-cook-a-turkey,
query-0,cooking+recipe1m+300c26812a2e70c51ad63aa4f6f876c4,how to spatchcock a turkey,Middle Eastern Turkey Dogs,http://www.food.com/recipe/middle-eastern-turkey-dogs-228693,
query-0,cooking+recipe1m+35a1b3aeed8be6d2a08874c0425825f0,how to spatchcock a turkey,Simple Roast Turkey with Rich Turkey Gravy,http://www.epicurious.com/recipes/food/views/simple-roast-turkey-with-rich-turkey-gravy-236409,
query-0,cooking+recipe1m+3d6783e694a2d1cc7ecc005f8aedf2b6,how to spatchcock a turkey,Herb-Roasted Turkey with Gravy,http://www.foodandwine.com/recipes/herb-roasted-turkey-gravy,
query-0,cooking+recipe1m+3e6e20ac5dd03913760c3563a226091c,how to spatchcock a turkey,Turkish Grilled Chicken,http://www.food.com/recipe/turkish-grilled-chicken-445728,0
query-0,cooking+recipe1m+4171f386c3a6574ef242e97d5ad590ab,how to spatchcock a turkey,Canadian Maple Roast Turkey & Gravy,https://recipeland.com/recipe/v/canadian-maple-roast-turkey-amp-51025,
query-0,cooking+recipe1m+4600f08ea97d0c1d77c1028c9c4184ed,how to spatchcock a turkey,Roasted Spatchcocked Chicken,https://cookpad.com/us/recipes/359735-roasted-spatchcocked-chicken,0
query-0,cooking+recipe1m+4967e8561c0762b1950299349a2bcf90,how to spatchcock a turkey,Spatchcocks With a Herb Butter and Sage and Bacon Sauce,http://www.food.com/recipe/spatchcocks-with-a-herb-butter-and-sage-and-bacon-sauce-271632,0
query-0,cooking+recipe1m+4c7dd44781c0d119556a3f6052a7d09d,how to spatchcock a turkey,Herb-Roasted Turkey with Wild Mushroom Gravy,http://www.foodandwine.com/recipes/herb-roasted-turkey-wild-mushroom-gravy,1
query-0,cooking+recipe1m+551191c294f40cf728e8489dd04f7095,how to spatchcock a turkey,Lemon-Honey Grilled Chicken,http://www.kraftrecipes.com/recipes/lemon-honey-grilled-chicken-162716.aspx,
query-0,cooking+recipe1m+5ded23699707b14bd3b1391263399acc,how to spatchcock a turkey,Ww 4 Points - Cornish Game Hens With Sweet and Fruity Glaze,http://www.food.com/recipe/ww-4-points-cornish-game-hens-with-sweet-and-fruity-glaze-127171,
query-0,cooking+recipe1m+65bd43869e7e631405d360560f67cebf,how to spatchcock a turkey,"Roast Basil Chicken, Basil Baby Potatoes, Frisee Plum Salad",http://www.foodnetwork.com/recipes/food-network-kitchens/roast-basil-chicken-basil-baby-potatoes-frisee-plum-salad.html,
query-0,cooking+recipe1m+748a7547c9145be5c42a2030ccb82c1f,how to spatchcock a turkey,Spatchcocked Birds,http://www.foodnetwork.com/recipes/nigella-lawson/spatchcocked-birds-recipe.html,1
query-0,cooking+recipe1m+748d75a07f63bef1d6c09611528418f2,how to spatchcock a turkey,Turkey Galantine,http://www.epicurious.com/recipes/food/views/turkey-galantine-20137,0
query-0,cooking+recipe1m+7911712a5ebcb2108f7ef937b822fd29,how to spatchcock a turkey,Roasted Turkey with Tangerine Glaze,http://www.foodandwine.com/recipes/roasted-turkey-tangerine-glaze,1
query-0,cooking+recipe1m+8da474536359a5bd2b049e9f610b31a1,how to spatchcock a turkey,Spatchcocked Chicken with Jerk Seasoning Paste,http://tastykitchen.com/recipes/main-courses/spatchcocked-chicken-with-jerk-seasoning-paste/,0
query-0,cooking+recipe1m+910199113b221c1c289c80280bf696ee,how to spatchcock a turkey,How to Spatchcock a Chicken,http://www.food.com/recipe/how-to-spatchcock-a-chicken-187484,0
query-0,cooking+recipe1m+994505df2dd754dc64bea1efeddd0cf4,how to spatchcock a turkey,Saucy Turkey Chili Burger,http://www.epicurious.com/recipes/food/views/saucy-turkey-chili-burger-375440,
query-0,cooking+recipe1m+9ad31bc1e9ec3ef1f305e21d22ab7063,how to spatchcock a turkey,Spatchcock Chicken,http://tastykitchen.com/recipes/main-courses/spatchcock-chicken/,0
query-0,cooking+recipe1m+9be7aff7fee235dfb0cea0ee2c9a21c0,how to spatchcock a turkey,Spatchcocked Deviled Chicken,http://www.food.com/recipe/spatchcocked-deviled-chicken-262076,0
query-0,cooking+recipe1m+9c06f2d329f108d357fdefb4a7720b69,how to spatchcock a turkey,Roast Turkey with Herb Gravy,http://www.foodnetwork.com/recipes/nancy-fuller/roast-turkey-with-herb-gravy.html,
query-0,cooking+recipe1m+9c9b0ac601e1951214288bf7be185461,how to spatchcock a turkey,Spicy Roast Spatchcocks,http://www.food.com/recipe/spicy-roast-spatchcocks-341031,0
query-0,cooking+recipe1m+a7b83b09ec537e8b7d08d8394199b67e,how to spatchcock a turkey,Herb-Rubbed Turkey Smoked Indoors,http://cooking.nytimes.com/recipes/8247,
query-0,cooking+recipe1m+aa169d78089d89274ec8510bb5a62f3d,how to spatchcock a turkey,Braised Spatchcocks With Spinach,http://www.food.com/recipe/braised-spatchcocks-with-spinach-336566,0
query-0,cooking+recipe1m+ab659f951c2ea23a4fa79cbe4a66b4d3,how to spatchcock a turkey,Oven-Roasted Spatchcock Chicken,http://www.kraftrecipes.com/recipes/oven-roasted-spatchcock-chicken-166475.aspx,0
query-0,cooking+recipe1m+b28a06daba651ea98a5425ec2dd94ba0,how to spatchcock a turkey,Spatchcocked Roast Turkey Recipe,http://www.chowhound.com/recipes/butterflied-roasted-turkey-with-butternut-squash-stuffing-30874,2
query-0,cooking+recipe1m+b84175b3768a6f22027d0f42a2c2cc11,how to spatchcock a turkey,Game Hens Under Bricks,http://www.cookstr.com/recipes/game-hens-under-bricks,
query-0,cooking+recipe1m+bdf3613b1b8eb62e7e9db3efec7aa142,how to spatchcock a turkey,Spicy Spatchcock Chicken,http://www.kraftrecipes.com/recipes/spicy-spatchcock-chicken-182619.aspx,0
query-0,cooking+recipe1m+bee515c64003170411ed7ef8f050d897,how to spatchcock a turkey,Roast Turkey Breast with Gravy,http://www.foodnetwork.com/recipes/food-network-kitchens/roast-turkey-breast-with-gravy-recipe.html,
query-0,cooking+recipe1m+c5249af2fc1f2ad713b1489fe1288fea,how to spatchcock a turkey,"Birds, Birds, Birds",http://www.food.com/recipe/birds-birds-birds-139688,1
query-0,cooking+recipe1m+d7fe8dcd532d83d5adc17ca21013f6e1,how to spatchcock a turkey,Oven-Roasted Spatchcock Chicken,http://www.kraftrecipes.com/recipes/oven-roasted-spatchcock-chicken-178154.aspx,0
query-0,cooking+recipe1m+e20bc2e412236adb7d74cec535e37943,how to spatchcock a turkey,Mini Black Jack Burgers,http://www.foodnetwork.com/recipes/patrick-and-gina-neely/mini-black-jack-burgers-recipe.html,
query-0,cooking+recipe1m+e2f4049e0dde8f8462d4e12e83fe9349,how to spatchcock a turkey,Spatchcocked Turkey (Aka Butterflied),http://www.food.com/recipe/spatchcocked-turkey-aka-butterflied-469154,2
query-0,cooking+recipe1m+e9263003ea034f10372a27ffd0d6c6bd,how to spatchcock a turkey,Grilled Butterflied Turkey with Caraway-Ancho Gravy,http://www.foodandwine.com/recipes/grilled-butterflied-turkey-with-caraway-ancho-gravy,
query-0,cooking+recipe1m+ebcd0316e209f3f3bb0d12ff6c779d2c,how to spatchcock a turkey,Turkey Polynesian (Low Calorie) Recipe,http://cookeatshare.com/recipes/turkey-polynesian-low-calorie-35685,
query-0,cooking+recipe1m+f19aa3e9d56a32d1ad307638b3f92dd0,how to spatchcock a turkey,How To Spatchcock,https://cookpad.com/us/recipes/349923-how-to-spatchcock,1
query-0,cooking+recipe1m+f1b2ed3553340d8cf6e585a1cbdc982e,how to spatchcock a turkey,Roast Spatchcock Chicken and Grapes,http://tastykitchen.com/recipes/main-courses/roast-spatchcock-chicken-and-grapes/,0
query-1,cooking+recipe1m+039cf6282abd3990598b14e2c3f97e02,I want an easy to make dessert for christmas,"Easy Pistachio ""Better Than Tom Cruise"" Dessert",http://www.food.com/recipe/easy-pistachio-better-than-tom-cruise-dessert-29327,1
query-1,cooking+recipe1m+03ea2f5b31241bfa3dc838e88a8f89fb,I want an easy to make dessert for christmas,Layered Strawberry and Cream Dessert (EASY!),http://www.food.com/recipe/layered-strawberry-and-cream-dessert-easy-88575,2
query-1,cooking+recipe1m+0d50d93f76c656634513d5543be76a4a,I want an easy to make dessert for christmas,Easy Cherry Dessert Recipe,http://cookeatshare.com/recipes/easy-cherry-dessert-8033,2
query-1,cooking+recipe1m+108c2e1223b2307b1026c5b6a5116162,I want an easy to make dessert for christmas,Chris' Awesomely Easy Ice Cream Dessert,http://www.food.com/recipe/chris-awesomely-easy-ice-cream-dessert-104690,2
