query-0,cooking+recipe1m+06c38e07b3533c34738b86f379aafe5c,how to spatchcock a turkey,Turducken Moist and Flavorful Good Eats!,http://www.food.com/recipe/turducken-moist-and-flavorful-good-eats-402607,
query-0,cooking+recipe1m+0c118e37afefd6deb9ba92bd544a304b,how to spatchcock a turkey,Spatchcocked Chicken With Walnut-Dill Pesto,http://www.food.com/recipe/spatchcocked-chicken-with-walnut-dill-pesto-254121,0
query-0,cooking+recipe1m+104fe308f78ba2bd4512b9bcf15b86cc,how to spatchcock a turkey,Braised Truffled Turkey,http://www.epicurious.com/recipes/food/views/braised-truffled-turkey-20132,
query-0,cooking+recipe1m+10ce0716fe29e6db11f84f9710e0dec8,how to spatchcock a turkey,Sausage and Apple Dressing,http://cooking.nytimes.com/recipes/45,0
query-0,cooking+recipe1m+197ad788ba77edd3dbdd347e519974e1,how to spatchcock a turkey,Herb-Roasted Spatchcock Chicken,http://www.foodandwine.com/recipes/herb-roasted-spatchcock-chicken,0
query-0,cooking+recipe1m+1cf44b9a87c3de4c1737e642d6a2a6bb,how to spatchcock a turkey,Turkey and Hominy Chili With Smoky Chipotle,http://cooking.nytimes.com/recipes/1013041,1
query-0,cooking+recipe1m+1d85dfb6877616b46e58860e65432b7d,how to spatchcock a turkey,Spatchcock Chicken With Paprika and Olive Oil - Bonnie Stern,http://www.food.com/recipe/spatchcock-chicken-with-paprika-and-olive-oil-bonnie-stern-374354,0
query-0,cooking+recipe1m+1e205a8682a00efa1baf76536ef65ff7,how to spatchcock a turkey,Grilled Spatchcock Turkey with Cranberry-Barbecue Sauce,http://www.kraftrecipes.com/recipes/grilled-spatchcock-turkey-cranberry-barbecue-sauce-120326.aspx,2
query-0,cooking+recipe1m+1f8b10db4893b0e87c801a036c8f392d,how to spatchcock a turkey,Black Pepper-Pomegranate Molasses Glazed Turkey,http://www.foodnetwork.com/recipes/bobby-flay/black-pepper-pomegranate-molasses-glazed-turkey.html,
query-0,cooking+recipe1m+242b73a56b90e942b61d19ff2200e02d,how to spatchcock a turkey,Roast Turkey,http://www.food.com/recipe/roast-turkey-77861,
query-0,cooking+recipe1m+2ec94e5fd05bfe4da8a234015826217a,how to spatchcock a turkey,Spaghetti Sauce with Turkey Meatballs,https://recipeland.com/recipe/v/spaghetti-sauce-turkey-meatball-44157,
query-0,cooking+recipe1m+368ce1c4b71ae8147e0fd67bbc26684a,how to spatchcock a turkey,Simple roast turkey,https://cookpad.com/us/recipes/355251-simple-roast-turkey,1
