query_id,TCT-ColBERTv2,ance,bm25,bm25+rm3,marqo,query
query-0,0.49094016385162487,0.777747077360283,0.41203157447179495,0.10918487464734661,0.0,how to choose a good hairstyle for men
query-1,0.6144247685324461,0.849607409925425,0.6608397947263839,0.5551553341043619,0.9269658250786468,how to learn a new language
query-10,0.934397461243829,0.7012236839470684,0.15039259007457492,0.7426142775581612,0.6608397947263839,how to style curly hair
query-11,0.49698443151337335,0.530943388959284,0.21167088859887737,0.06560253875617089,0.38356636737133565,how to write a biography book
query-12,0.6992148198508501,0.5087403079104241,0.5222030810488597,0.5030155684866265,0.24261427755816128,how to grow apples
query-13,1.0,0.7883291114011227,0.849607409925425,0.8930068676327362,0.8274043288765652,how to grow strawberries
query-14,0.5682200679917466,0.44113388284068555,0.36297209628774124,0.5192956693936299,0.36297209628774124,how to grow cherry tomatoes
query-15,0.7323987659486003,0.6589630920636819,0.913884814092471,0.9297916128016405,0.7483055646577699,how to grow blueberries
query-16,0.8167739109086299,0.8117536827418009,0.9605753368118396,0.7148359467542602,0.8031259222101079,how to plant tulips
query-17,0.9092569759280646,0.7709901047358599,0.5682200679917466,0.5682200679917466,0.5815506572374046,how to wash a cutting board
query-18,0.735182641392979,0.404762744029787,0.7573857224418385,1.0,0.7765732350040719,help me learn how to knit clothes
query-19,0.06560253875617089,0.24261427755816128,0.30078518014914984,0.3812509912356854,0.7543701539552121,how to wash a stainless steel pan
query-2,0.5919819915518812,0.14837017375130385,0.4523145688818292,0.5225229560801887,0.2834097582569496,how to remove food stains from a carpet
query-20,0.6928283181829157,0.8390485887297051,0.6100386934655652,0.6226199309845561,0.6960556048694746,cut tempered glass
query-21,0.7403521653031849,0.6701437781048255,0.44436116952724447,0.44436116952724447,0.5941318947563956,put on a bike chain
query-22,0.8622240278900382,0.8622240278900382,0.5745154706993483,0.6589924212291034,0.6724453760579601,fix a water heater
query-23,0.9269658250786468,0.7883291114011227,0.5625869702695442,0.849607409925425,0.849607409925425,build a simple kite
query-24,0.7165902417430504,0.5113422700390451,0.6960556048694746,0.6834743673504836,0.6960556048694746,learn how to juggle three balls
query-25,0.7543701539552121,0.830419897363192,0.615733440277688,0.5531464700081437,0.3620634786734523,chop an onion like a pro
query-26,0.9218382134470557,0.8073332658149857,0.9218382134470557,0.88549505236793,0.5588661171593143,how to hand whistle
query-27,0.6463818545446909,0.6463818545446909,0.5941318947563956,0.7529334028221761,0.5476854311181708,how to change a car tire
query-28,0.7543701539552121,0.5508310938724935,0.934397461243829,0.934397461243829,0.8687949224876582,fix a stuck zipper
query-29,0.6356211451908975,0.34960740992542505,0.7035390600827187,0.710970696247901,0.7035390600827187,paint a metal fence
query-3,0.9013035765734799,0.7608868021767609,0.7403521653031849,0.6589630920636819,0.6701437781048255,how to wash a car with less water
query-30,0.795760747566305,0.6261806449294969,0.7227265726449519,0.6992148198508501,0.849607409925425,create an outdoor fireplace
query-31,0.7204111965093014,0.795760747566305,0.8421757737602428,0.5,0.6379365213265478,how to remove a tree
query-32,0.5,0.7227265726449519,1.0,1.0,0.6386367136775242,paint nails with patterns
query-33,0.9269658250786468,0.9269658250786468,0.6039775638806372,0.5965459277154549,0.8613632863224759,make a gravel garden path
query-34,0.650392590074575,0.8082168163143322,0.6164336326286644,0.764817358607021,0.6356211451908975,how to fix a blocked shower drain
query-35,0.7691415988388896,0.8082168163143322,0.8687949224876582,1.0,0.6608397947263839,how to teach a cat to do tricks
query-36,0.5682200679917466,0.7165902417430504,0.42855264532169457,0.42855264532169457,0.18148604814387062,how to build a hamster cage
query-37,0.7227265726449519,0.44615333764087994,0.795760747566305,0.8613632863224759,0.4121943801949693,how to run  marathon
query-38,0.44615333764087994,1.0,0.4226415848467783,0.40777831251641367,0.10699313236726378,how to gain muscle
query-39,0.5413905936110929,0.6069931323672637,0.5413905936110929,0.5413905936110929,0.5922216874835864,fix a cracked phone screen
query-4,1.0,0.8687949224876582,0.8687949224876582,0.915209948681596,0.5531464700081437,how do I decorate an office
query-40,0.830419897363192,0.795760747566305,1.0,1.0,0.6887676151990412,how to plan a christmas party
query-41,0.9269658250786468,0.8274043288765652,0.6578242262397573,0.7234267649959281,0.669580102636808,how to solve a rubik's cube
query-42,0.915210949803576,0.8879149724065322,0.3972490808392076,0.30743980247595454,0.9101907216367469,learn a chess opening
query-43,0.6261806449294969,0.7618017901203944,0.8687949224876582,0.7883291114011227,0.6608397947263839,how to replace a window
query-44,0.6331583852663827,0.792949770861511,0.5065267082131061,0.5065267082131061,0.6994778023500862,how to iron a suit
query-45,0.21398626473452756,0.4226415848467783,0.38356636737133565,0.2987763160529316,0.30078518014914984,how to warm up before a run
query-46,1.0,0.7637012590219477,0.7379245845323091,0.49066589156732454,0.4785372057762079,how to open a champagne bottle
query-47,0.568346484139461,0.7183368720136839,0.6910408946166402,0.6789122088255236,0.469909445244515,how to install a sprinkler system
query-48,0.7469385177900298,0.615733440277688,0.934397461243829,0.934397461243829,0.9269658250786468,how to change a child's diaper
query-49,0.6379365213265478,0.6843515475204855,0.6356211451908975,0.5700186064347266,0.6578242262397573,how to make a bubble bath
query-5,0.7618017901203944,0.8930068676327362,0.41822551716822265,0.764817358607021,0.6473770215879483,help me paint an interior wall
query-50,0.8613632863224759,0.849607409925425,0.7691415988388896,0.8613632863224759,0.8613632863224759,how to remove a permanent marker from a whiteboard
query-51,0.6001250384989715,0.7283312291251001,0.5060783064853832,0.5346694039479983,0.6837003453466949,how to replace a toilet seat
query-52,0.6827250156238165,0.5919819915518812,0.5919819915518812,0.7608868021767609,0.7630367053812752,fix a leaking shower
query-53,0.7129795603441191,0.16958010263680806,0.6843515475204855,0.830419897363192,0.4239502565920201,how to put up wallpaper
query-54,0.710970696247901,0.764817358607021,0.7573857224418385,0.8421757737602428,0.915209948681596,hang a shelf
query-55,0.8687949224876582,0.934397461243829,0.7129795603441191,0.7204111965093014,0.7456298460447879,sell my paintings on the internet
query-56,0.8120706214759499,0.6275270415439392,0.4230626968685531,0.10272459231693523,0.6317685222442564,how to make a keychain
query-57,0.8621382979168936,0.5179618689643684,0.7550734984902548,0.704688883315162,0.7909972364189914,how to make a bath bomb
query-58,0.4808124874377669,0.6039775638806372,0.7204111965093014,0.8613632863224759,0.18002730728861702,how to make a candles that smell well
query-59,0.41822551716822265,0.764817358607021,0.6548086577531307,0.2870204396558808,0.07303417492135322,how to build a toy for a pet
query-6,0.5743428466665951,0.3391602052736161,0.934397461243829,0.934397461243829,0.5773584151532217,how do you remove crown mold from a wall
query-60,0.7426142775581612,0.3391602052736161,0.44916890612750654,0.7129795603441191,0.5760497434079799,how to make napkin designs
query-61,0.8082168163143322,0.0,0.08479005131840403,0.0,0.5531464700081437,how to make a coaster
query-62,0.4468535299918563,0.830419897363192,0.3378515335283742,0.48522855511632257,0.3156484524795145,how to draw a birthday card
query-63,0.8930068676327362,0.7012236839470684,0.5296347172140421,0.6379365213265478,0.3391602052736161,how to set up a tent
query-64,0.7234267649959281,0.3156484524795145,0.6187490087643146,0.5087403079104241,0.4239502565920201,how to knit mittens
query-65,0.9920466006454153,0.773468039695752,0.7947520282959947,0.8073332658149857,0.33308350858173336,how to learn to ice skate
query-66,0.8089250063098316,0.43673949858938643,0.2630006330730985,0.13777597210996176,0.43673949858938643,how to make stickers
query-67,0.9269658250786468,0.615733440277688,0.21398626473452756,0.36005461457723403,0.5531464700081437,how to make my own fridge magnets
query-68,0.7204111965093014,0.7691415988388896,0.8421757737602428,0.7573857224418385,0.6187490087643146,how to organize a kitchen
query-69,0.5296347172140421,0.934397461243829,0.5087403079104241,0.13120507751234178,0.23518264139297895,how to make christmas ornaments
query-7,0.7227265726449519,0.7883291114011227,0.4703652827859579,0.4703652827859579,0.36005461457723403,how to make homemade toothpaste
query-70,0.6992148198508501,0.710970696247901,0.14606834984270645,0.21599512883074581,0.6379365213265478,how to build a dog house
query-71,0.934397461243829,0.4239502565920201,0.764817358607021,0.9269658250786468,0.6917831836856677,help me clean the oven
query-72,0.7012236839470684,0.36005461457723403,0.6069931323672637,0.584790051318404,0.36005461457723403,how to clean the windows
query-73,0.7129795603441191,0.819972692711383,0.34960740992542505,0.26481735860702105,0.7426142775581612,how to pick a lock with paper clips
query-74,1.0,0.8687949224876582,0.4468535299918563,0.4239502565920201,0.8930068676327362,how to cut my own hair
query-75,0.49392169351461673,0.6971533001755515,0.23182270412355,0.2222529226397169,0.6685622027129364,how to build a gaming computer
query-76,0.5,0.3855752314675539,0.5,0.5,0.5965459277154549,how to write a resume for a job
query-77,0.1968740777898919,0.08478905019642409,0.24842742676916893,0.0,0.3210877911744764,how to wash a newborn baby
query-78,0.3082168163143322,0.34960740992542505,0.6813359790338589,0.530943388959284,0.4226415848467783,how to train a dog to behave outside
query-79,0.849607409925425,0.6843515475204855,0.934397461243829,1.0,0.48522855511632257,how to clean garden tools
query-8,0.5906222333696757,0.7183368720136839,0.8167739109086299,0.7637012590219477,0.4785372057762079,how do I clean the fridge
query-80,0.819972692711383,0.915209948681596,0.4374130297304557,0.4299813935652734,0.5296347172140421,how to make a professional book cover
query-81,1.0,1.0,0.8687949224876582,0.934397461243829,0.639945385422766,how to paint on ceramic
query-82,0.8733683229467235,0.7135769373515951,0.792949770861511,0.792949770861511,0.8909254103672668,how to build a snowman
query-83,0.6663180938082345,0.5065267082131061,0.7798963544352987,0.6156012978458393,0.6994778023500862,how to make a paper fortune teller
query-84,0.48955279534819107,0.7860137352654724,0.849607409925425,0.849607409925425,0.7204111965093014,how to fold a paper airplane
query-85,0.7204111965093014,0.819972692711383,0.530943388959284,0.4034540722845451,0.5773584151532217,how to find my stolen phone
query-86,0.9092569759280646,1.0,0.8775416530133452,0.8073332658149857,0.9092569759280646,how to make finger puppets
query-87,0.5,0.4343974612438291,0.22342676499592815,0.4343974612438291,0.5730341749213532,how to repaint wooden furniture
query-88,0.795760747566305,0.8539316501572937,0.7618017901203944,0.7227265726449519,0.8930068676327362,how to catch a fly
query-89,0.6589630920636819,0.6338006170256999,0.659712443790349,0.5919819915518812,0.5919819915518812,how to repair a chipped tile
query-9,0.3378096212497593,0.3899613065344348,0.0,0.0,0.18148604814387062,how can I screw a nail
query-90,0.913884814092471,0.7086368423884657,0.5239235075580361,0.44113388284068555,0.9218382134470557,how to make an asian lantern
query-91,0.764817358607021,0.830419897363192,0.24261427755816128,0.5760497434079799,0.36005461457723403,how to make paper flowers
query-92,0.5817744828317774,0.9269658250786468,0.6379365213265478,0.23819820987960558,0.15039259007457492,how to start a grill
query-93,0.934397461243829,0.7573857224418385,0.8687949224876582,0.934397461243829,0.6843515475204855,how to motivate my child
query-94,0.5531464700081437,0.48955279534819107,0.6843515475204855,0.6992148198508501,0.7883291114011227,how to sail a boat
query-95,0.5551553341043619,0.710970696247901,0.6621484664716257,0.6770117388019904,0.5878056198050307,how to replace a door
query-96,0.5156480879692164,0.6031065681619634,0.21836974929469322,0.18809346402717644,0.09404673201358822,how to fix a door handle
query-97,0.9863520113014781,0.49218519447472975,0.4785372057762079,0.49218519447472975,0.6875399693572165,how to make kitchen curtains
query-98,0.6421755823489528,0.6754112835660998,0.6308597851056703,0.6394875456373632,0.563326255972632,how to grow lemons
query-99,0.7883291114011227,0.3391602052736161,0.764817358607021,0.830419897363192,0.7227265726449519,how to grow grapes
