metric_val,query_id,model
0.6331406487155151,query-0,bm25+rm3+t5
0.5410464363767039,query-1,marqo
0.4848376642811739,query-10,bm25+rm3+t5
0.5589943910256411,query-11,ance+t5
0.5198412698412699,query-12,bm25
0.9039404223227753,query-13,bm25
0.8389253296230041,query-14,bm25+t5
0.8972222222222221,query-15,bm25+rm3+t5
0.8972222222222221,query-15,bm25+t5
1.0,query-16,marqo
0.90079883805374,query-17,bm25+rm3+t5
0.516360225105655,query-18,bm25+rm3
0.6473404056117306,query-19,marqo
0.6425977223761158,query-2,bm25+t5
0.7472222222222222,query-20,TCT-ColBERTv2+t5
0.8409171075837741,query-21,TCT-ColBERTv2
0.8145706145706145,query-22,TCT-ColBERTv2
0.9627535925612849,query-23,marqo+t5
0.9472222222222222,query-24,bm25+t5
0.9472222222222222,query-24,bm25+rm3+t5
0.9472222222222222,query-24,marqo+t5
0.7907407407407407,query-25,TCT-ColBERTv2+t5
0.9119555444555445,query-26,bm25+rm3
0.5102248373383639,query-27,bm25+rm3
1.0,query-28,bm25+t5
1.0,query-28,bm25+rm3+t5
0.7783831616726353,query-29,bm25+t5
0.7159554334554332,query-3,bm25+rm3+t5
0.5706613756613755,query-30,marqo
0.6278398853207036,query-31,bm25
0.6149816402171789,query-32,bm25+rm3+t5
0.7102815587190587,query-33,bm25+t5
0.716517347960472,query-34,marqo+t5
0.7551579484028333,query-35,bm25+rm3+t5
0.660313216195569,query-36,bm25+rm3+t5
0.660313216195569,query-36,bm25+t5
0.5137896825396825,query-37,bm25+rm3+t5
0.6167099437398049,query-38,bm25+rm3+t5
0.7695028780743067,query-39,ance+t5
0.48650332333196783,query-4,bm25+rm3
0.8855482933914307,query-40,bm25+rm3
0.9945054945054945,query-41,bm25+rm3
0.9945054945054945,query-41,bm25+t5
0.9945054945054945,query-41,bm25+rm3+t5
0.8640113657081983,query-42,TCT-ColBERTv2+t5
0.8683790545203589,query-43,bm25+t5
0.8683790545203589,query-43,bm25+rm3+t5
0.42027019140989724,query-44,TCT-ColBERTv2
0.34226190476190477,query-45,bm25
0.8467813051146383,query-46,bm25+rm3+t5
0.8467813051146383,query-46,bm25+t5
0.7975083294602011,query-47,bm25+rm3+t5
0.7975083294602011,query-47,bm25+t5
0.7503664349995546,query-48,marqo
0.5936688213658323,query-49,marqo
0.6313725490196078,query-5,ance+t5
0.904976057292991,query-50,TCT-ColBERTv2+t5
0.9373737373737374,query-51,bm25+rm3+t5
0.9373737373737374,query-51,bm25+t5
0.48387723387723386,query-52,marqo+t5
0.7373668720701295,query-53,bm25+rm3+t5
0.882304447689063,query-54,bm25+rm3+t5
0.7472222222222222,query-55,marqo
0.75,query-56,ance+t5
0.8064516129032258,query-57,bm25+rm3
0.8992889785652944,query-58,bm25+rm3+t5
0.576343923534326,query-59,bm25+rm3+t5
0.8752154708037061,query-6,bm25+rm3
0.6807503940179379,query-60,TCT-ColBERTv2
0.9242424242424242,query-61,TCT-ColBERTv2
0.6816575091575091,query-62,bm25+rm3
0.9444444444444445,query-63,TCT-ColBERTv2
0.8333333333333334,query-64,TCT-ColBERTv2+t5
0.8814814814814814,query-65,bm25+t5
0.5444444444444444,query-66,TCT-ColBERTv2
0.7403719737053069,query-67,marqo+t5
0.7885345047109753,query-68,bm25
0.5057122377641996,query-69,bm25+t5
0.5428571428571428,query-7,ance+t5
0.811050061050061,query-70,TCT-ColBERTv2+t5
0.9501375602805497,query-71,bm25+rm3
0.8852926702926703,query-72,marqo+t5
0.9571162964020107,query-73,marqo+t5
0.549908424908425,query-74,marqo
0.7834920634920636,query-75,ance
0.7556788999316622,query-76,bm25
0.5159695083707242,query-77,marqo
0.4005901505901505,query-78,bm25
0.7692460317460318,query-79,TCT-ColBERTv2+t5
0.6907563025210084,query-8,bm25
0.8203043099831027,query-80,TCT-ColBERTv2
0.5951239669421488,query-81,bm25+rm3
0.7934624701593028,query-82,marqo+t5
0.5071428571428571,query-83,bm25
0.9001058201058202,query-84,bm25+rm3
0.9001058201058202,query-84,bm25
0.6936101572039072,query-85,marqo+t5
0.8082200862565235,query-86,bm25+rm3
0.4890598158921484,query-87,marqo
0.7142203107224923,query-88,marqo
0.4958333333333333,query-89,bm25+rm3+t5
0.39335232668566,query-9,TCT-ColBERTv2+t5
0.804728835978836,query-90,marqo
0.8708843731617011,query-91,ance+t5
0.5351473922902494,query-92,ance
0.5217490842490843,query-93,bm25+t5
0.5217490842490843,query-93,bm25+rm3+t5
0.5544136702299968,query-94,bm25+rm3
0.6394223539618278,query-95,bm25+t5
0.34231691919191914,query-96,ance
0.6114871594570843,query-97,TCT-ColBERTv2
0.6142857142857142,query-98,marqo+t5
0.8257575757575757,query-99,bm25+rm3+t5
