query_id,Requirements,Steps,Steps-Requirements,Title,Title-Requirements,Title-Steps,Title-Steps-Requirements,query
query-0,0.3602578255142212,0.43735247915031,0.43735247915031,0.5581105834344454,0.5581105834344454,0.5721540138146773,0.5721540138146773,how to spatchcock a turkey
query-1,0.0,0.5637884576902256,0.5637884576902256,0.5632669328561971,0.5632669328561971,0.6297929379240615,0.6297929379240615,I want an easy to make dessert for christmas
query-10,0.5388856921828065,0.4537425745411855,0.4537425745411855,0.6004704187399056,0.6004704187399056,0.7600791051976192,0.7600791051976192,recommend some asian street foods
query-11,0.0,0.2626633251188907,0.2626633251188907,0.10241712375929543,0.10241712375929543,0.10241712375929543,0.10241712375929543,dinners by batali
query-12,0.3589542101716347,0.3436966913921454,0.4288398090337664,0.7644819225187363,0.7644819225187363,0.7644819225187363,0.7644819225187363,traditional japanese soup
query-13,0.05502294157452004,0.0,0.0,0.8938868170135427,0.8938868170135427,0.7640118053602019,0.7640118053602019,how to make singaporean chicken lunch
query-14,0.09478836436955078,0.1110149703837271,0.1110149703837271,0.1736666713479918,0.1736666713479918,0.11004588314904008,0.11004588314904008,a romantic dinner
query-15,0.37270920826793075,0.24403338200792854,0.3266593262098919,0.7967610662472993,0.7967610662472993,0.7967610662472993,0.7967610662472993,mexican fiesta recipees
query-16,0.08514311764162098,0.0,0.0,0.5000893566224628,0.5000893566224628,0.5000893566224628,0.5000893566224628,a modern icebox cake
query-17,0.13886244387355454,0.6489315753318465,0.6489315753318465,0.7151857987862356,0.7151857987862356,0.7967610662472993,0.7967610662472993,food for diwali
query-18,0.0,0.22009176629808017,0.22009176629808017,0.4144315286715092,0.4144315286715092,0.4144315286715092,0.4144315286715092,i want a fancy eggs recipe
query-19,0.13886244387355454,0.3340514446642156,0.32730659600126993,0.6680144546286965,0.595500042694495,0.7035693831730858,0.6691255538181726,how to make low fat ice cream
query-2,0.16421958630632802,0.32642268527447094,0.37012344618013227,0.3176862666934107,0.3143138423619379,0.3176862666934107,0.3143138423619379,any recommendations for a gluten free appetizer
query-20,0.04257155882081049,0.1718483456960727,0.1718483456960727,0.5637884576902256,0.5637884576902256,0.6743851641976318,0.6743851641976318,how to prepare napoletana pizza dough
query-21,0.045528035918548065,0.1940340927210082,0.1940340927210082,0.46772540004073704,0.46772540004073704,0.46772540004073704,0.46772540004073704,make vegetarian tikka masala
query-22,0.0,0.32436489444464345,0.32436489444464345,0.376018265526867,0.376018265526867,0.376018265526867,0.376018265526867,i want to make chia pudding recipe low carb
query-23,0.0,0.22009176629808017,0.22009176629808017,0.8277488553749334,0.8277488553749334,0.727329844310522,0.727329844310522,how to make overnight oats
query-24,0.3369171704196328,0.0,0.06362078819895171,0.3089656154764299,0.3089656154764299,0.3089656154764299,0.3089656154764299,can i have classic dairy free scones
query-25,0.0,0.13886244387355454,0.11004588314904008,0.6532801767085554,0.6532801767085554,0.6532801767085554,0.6532801767085554,how to make spiked eggnog
query-26,0.5039428927517406,0.3594085870969891,0.3594085870969891,0.6342866540341684,0.7477294412350904,0.39804143328063374,0.39804143328063374,how to prepare spicy oysters
query-27,0.08514311764162098,0.04257155882081049,0.04257155882081049,0.4923814331994132,0.2618080742270754,0.04257155882081049,0.04257155882081049,how to quickly make baby food
query-28,0.41528076708874123,0.15744006533381547,0.15744006533381547,0.6117952373568122,0.6117952373568122,0.5894280199323518,0.5894280199323518,make lunch meal prep fast
query-29,0.19984684277539166,0.0,0.0,0.0,0.0,0.0,0.0,make vegetarian eintopf
query-3,0.0,0.11004588314904008,0.09478836436955078,0.8587933552050568,0.8587933552050568,0.7938558493783864,0.7938558493783864,how to make a green goddess salad
query-30,0.3292884110298882,0.4341725709719475,0.4341725709719475,0.5589658343262607,0.5589658343262607,0.6020882165054373,0.6020882165054373,how to make light muffins
query-31,0.37022140700807776,0.16075536645566793,0.16075536645566793,0.0,0.0,0.0,0.0,make fried halloumi bites
query-32,0.09478836436955078,0.3589542101716347,0.2489083270225946,0.7827392871477702,0.7827392871477702,0.7827392871477702,0.7827392871477702,show me a creamy mushroom stroganoff recipe
query-33,0.6489315753318465,0.48864468918810133,0.48864468918810133,0.8899541168509599,0.8899541168509599,0.8061146145519253,0.8061146145519253,can i have tender cooked pork
query-34,0.0,0.5795003533950692,0.5795003533950692,0.8206318965985471,0.8206318965985471,0.8206318965985471,0.8206318965985471,can i have soup good for the summer
query-35,0.2144199045168832,0.35895421017163476,0.35895421017163476,0.70844095012329,0.70844095012329,0.7059237766836323,0.7059237766836323,how to make boiled easter eggs
query-36,0.2626633251188907,0.11004588314904008,0.11004588314904008,0.22009176629808017,0.3589542101716347,0.11004588314904008,0.11004588314904008,suggestions for road trip food
query-37,0.0,0.0,0.0,0.7971389170873965,0.7971389170873965,0.7971389170873965,0.7971389170873965,how to make polish pierogi with cheese
query-38,0.3683756341388872,0.06943122193677727,0.06943122193677727,0.6726142399654251,0.6726142399654251,0.37850091886658266,0.37850091886658266,how can i make one pot ramen
